28	38178520590013.51
82	7881645488754.992
101	33575773026.61672
22	1364470.2612857409
54	72495.7513888907
108	43626.25160667495
102	29825.09064748152
31	22892.134259259423
43	22892.134259259423
75	22892.134259259423
63	3788.987901833185
65	997.7629629629637
80	898.7824074074077
109	647.6126543209858
83	607.6975349433403
88	25.40546790173725
72	22.837191358024697
61	22.556018518518613
113	11.727969348658974
95	10.322311024562635
7	10.185326254232073
21	5.3516590024585176
67	5.3516590024585176
66	4.360383345537698
99	4.142083258445258
119	3.8282828282828305
107	3.784522803294937
116	3.636534839924669
73	3.349537037037038
48	3.3184104052444177
52	3.30304609876581
57	3.254129263116958
44	3.1158968880122733
118	3.087994034302757
37	3.034656814425525
15	2.787560079163129
86	2.559601742460641
87	2.559601742460641
85	2.183842592592593
55	1.886114937251301
13	1.7900508351488742
2	1.708509142053446
24	1.7067547055251968
5	1.6447378071140446
71	1.6053839218632604
19	1.5865484429065748
33	1.5583498677248677
115	1.5264147396127088
25	1.506456182958915
30	1.4200867052023125
117	1.3602677189724544
35	1.3319502074688796
41	1.2317673378076062
53	1.1426746306939062
100	1.1299515121630506
46	1.126531165311653
89	1.1068399452804376
34	1.0748245221027481
64	1.065339723526343
12	1.0566274319459612
90	1.0566274319459612
50	1.0496062992125987
40	1.025999243207236
94	1.0007581018518519
112	0.9680157946692991
26	0.9399547661981307
84	0.9399547661981307
8	0.8745990836197023
6	0.8711131862512143
32	0.8671118149451424
49	0.8671118149451424
74	0.8287825324668168
36	0.8269119181501733
47	0.8125956535047445
76	0.8116279069767441
51	0.796712744713269
58	0.7880797785666196
4	0.7046274333689918
91	0.7046274333689918
120	0.7046274333689918
16	0.636318407960199
1	0.6254374882950248
14	0.6235031663788141
23	0.48043987891327417
29	0.48043987891327417
9	0.2658674726287928
11	0.2658674726287928
17	0.2658674726287928
18	0.2658674726287928
20	0.2658674726287928
45	0.2658674726287928
56	0.2658674726287928
59	0.2658674726287928
68	0.2658674726287928
70	0.2658674726287928
77	0.2658674726287928
78	0.2658674726287928
81	0.2658674726287928
92	0.2658674726287928
97	0.2658674726287928
104	0.2658674726287928
106	0.2658674726287928
114	0.2658674726287928
93	0
111	-0.9504830917874396
3	-9.399999999999793
96	-9.399999999999793
38	-43.83194444444445
42	-88.66388888888876
103	-102.86783284742458
10	-326.65568186028565
60	-496.4928232689209
69	-23102081326.034996
79	-4.247436601304027e+18
98	-2.909398467025563e+33
105	-2.6681765651173983e+36
110	-1.289125498056627e+52
62	-2.1985642013044388e+70
27	-2.5956783858709018e+116
39	-1.6232370264991055e+162
